PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,HARBORSIZE,HARBORTYPE,MAX_VESSEL
SHAKOTAN,RU,43.866667,146.833333,V,CN,
MOMBETSU KO,JP,44.350000,143.350000,V,CB,
CHARLOTTETOWN,CA,46.233333,-63.133333,S,CN,L
ABASHIRI KO,JP,44.016667,144.283333,S,CB,M
NEMURO KO,JP,43.333333,145.583333,S,CB,M
HANASAKI KO,JP,43.283333,145.583333,V,CB,L
KUSHIRO KO,JP,42.983333,144.366667,M,CB,L
TOMAKOMAI KO,JP,42.633333,141.633333,S,CB,L
MURORAN KO,JP,42.350000,140.966667,M,CN,L
MORI,JP,42.116667,140.583333,V,OR,M
GOPALPUR,IN,19.250000,84.916667,S,CB,
EL GHARDAQA,EG,27.216667,33.850000,V,CN,
RAS SHUKHIER,EG,28.133333,33.283333,M,OR,M
RAS GHARIB,EG,28.350000,33.100000,V,OR,M
AS SUWAYS,EG,29.966667,32.550000,L,CB,M
EL-ADABIYA,EG,29.866667,32.466667,S,CN,L
EL ISMAILIYA,EG,30.583333,32.283333,S,LC,L
RAS ABU ZANIMAH,EG,29.033333,33.116667,S,CN,L
WADI FEIRAN,EG,28.750000,33.200000,S,OR,M
ELAT,IL,29.550000,34.950000,S,CN,L
AL AQABAH,JO,29.516667,35.000000,V,OR,M
YANBU,SA,24.083333,38.050000,V,CB,M
JIDDAH,SA,21.483333,39.183333,S,CB,M
JIZAN,SA,16.900000,42.483333,S,CB,M
SIMONSTOWN,ZA,-34.183333,18.433333,V,CB,M
MOSSEL BAY,ZA,-34.183333,22.150000,S,CB,M
PORT ELIZABETH,ZA,-33.966667,25.616667,M,CB,M
BELFAST,GB,54.616667,-5.900000,L,RB,L
LARNE,GB,54.850000,-5.800000,S,CN,L
COLERAINE,GB,55.133333,-6.666667,S,RN,M
LONDONDERRY,GB,55.000000,-7.316667,M,RN,L
ORNSAY,GB,57.150000,-5.800000,V,CN,M
BUCKIE HARBOR,GB,57.683333,-2.966667,V,CB,M
LOSSIEMOUTH,GB,57.716667,-3.283333,V,CB,M
BURGHEAD,GB,57.700000,-3.500000,V,CN,M
INVERNESS,GB,57.483333,-4.233333,S,RN,M
CROMARTY,GB,57.683333,-4.033333,S,CB,M
INVERGORDON,GB,57.683333,-4.166667,S,OR,L
PORTMAHOMACK HARBOR,GB,57.833333,-3.833333,S,CB,
HELMSDALE HARBOR,GB,58.116667,-3.650000,S,CB,M
WICK,GB,58.433333,-3.083333,S,CB,M
PIEROWALL,GB,59.300000,-2.983333,S,CN,
KETTLETOFT,GB,59.233333,-2.600000,V,CN,
WHITEHALL,GB,59.133333,-2.600000,V,CN,
KIRKWALL,GB,58.983333,-2.966667,V,CB,M
STROMNESS,GB,58.966667,-3.300000,V,OR,M
SOUTH NESS,GB,58.800000,-3.200000,V,CN,
ST MARGARETS HOPE,GB,58.833333,-2.950000,V,CN,
LYNESS,GB,58.833333,-3.200000,M,CN,
SCAPA BAY,GB,58.950000,-2.983333,S,CN,L
CHICAGO,US,41.883333,-87.600000,M,CT,L
WILMETTE,US,42.083333,-87.683333,V,CB,M
GREAT LAKES,US,42.300000,-87.833333,V,CB,M
WAUKEGAN,US,42.366667,-87.816667,S,CB,M
KENOSHA,US,42.583333,-87.816667,V,CB,M
RACINE,US,42.733333,-87.783333,S,CB,M
MILWAUKEE,US,43.033333,-87.883333,M,RN,M
PORT WASHINGTON,US,43.383333,-87.866667,S,CB,M
SHEBOYGAN,US,43.750000,-87.700000,S,RN,M
MANITOWOC,US,44.100000,-87.650000,M,RN,L
PORT HOPE,US,43.950000,-82.700000,V,OR,L
BAY CITY,US,43.600000,-83.866667,S,RN,M
SARNIA,CA,42.983333,-82.416667,S,RN,L
POINT EDWARD,CA,43.000000,-82.416667,S,RN,L
GODERICH,CA,43.750000,-81.733333,S,CB,L
PORT ELGIN,CA,44.433333,-81.400000,V,CB,M
SOUTHAMPTON,CA,44.500000,-81.383333,V,CB,M
TOBERMORY,CA,45.266667,-81.666667,V,CN,M
LIONS HEAD,CA,44.983333,-81.250000,V,CB,M
WIARTON,CA,44.750000,-81.133333,V,CN,M
OWEN SOUND,CA,44.583333,-80.933333,S,RN,L
MEAFORD,CA,44.616667,-80.600000,V,CB,
THORNBURY,CA,44.566667,-80.450000,V,CB,M
COLLINGWOOD,CA,44.500000,-80.233333,S,CB,M
PENETANGUISHENE,CA,44.766667,-79.933333,V,CN,M
MIDLAND,CA,44.750000,-79.916667,S,CN,M
TIFFIN,CA,44.750000,-79.850000,V,CN,M
PORT MCNICOLL,CA,44.750000,-79.800000,V,CN,M
VICTORIA HARBOUR,CA,44.750000,-79.816667,V,CN,
WAUBAUSHENE,CA,44.766667,-79.716667,V,CN,M
PORT SEVERN,CA,44.800000,-79.716667,V,RN,
DEPOT HARBOUR,CA,45.316667,-80.100000,V,CN,M
PARRY SOUND,CA,45.333333,-80.033333,S,CN,L
BYNG INLET,CA,45.766667,-80.566667,V,CN,M
KEY HARBOUR,CA,45.883333,-80.750000,V,CN,M
KILLARNEY,CA,45.966667,-81.516667,V,CN,M
MAMONAL,CO,10.316667,-75.516667,S,OR,M
IMBITUBA,BR,-28.233333,-48.666667,V,CN,L
GUAIBA ISLAND TERMINAL,BR,-23.016667,-44.033333,S,CN,L
DTSE / GEGUA OIL TERMINAL,BR,-22.816667,-43.150000,M,OR,L
GEBIG,BR,-23.050000,-44.216667,S,OR,L
DE KASTRI,RU,51.466667,140.783333,M,CN,M
NIKOLAYEVSK NA AMUR,RU,53.133333,140.733333,V,RN,M
OKHA,RU,53.550000,143.000000,V,CN,M
PORONAYSK,RU,49.216667,143.133333,V,OR,M
KORSAKOV,RU,46.616667,142.766667,S,CB,M
NEVELSK,RU,46.666667,141.866667,V,CB,M
KHOLMSK,RU,47.050000,142.050000,S,CB,M
UGLEGORSK,RU,49.083333,142.033333,V,OR,M
LESOGORSK,RU,49.450000,142.133333,V,OR,
MASAN,KR,35.183333,128.566667,M,CN,L
PUSAN,KR,35.100000,129.033333,L,CB,L
ULSAN,KR,35.450000,129.400000,M,RN,L
WENZHOU,CN,28.016667,120.650000,M,RN,M
ZHEN HAI,CN,29.950000,121.700000,V,RN,M
ZHOUSHAN,CN,30.000000,122.100000,S,CN,L
JIANGYIN,CN,31.916667,120.233333,S,RN,M
GAOGANG,CN,32.283333,119.850000,S,RN,L
YANGZHOU,CN,32.266667,119.433333,S,RN,M
ZHENJIANG,CN,32.216667,119.433333,S,RN,M
NANJING,CN,32.083333,118.750000,V,RN,L
WU HU,CN,31.333333,118.366667,S,RN,
ANKINGCHENG,CN,30.516667,117.033333,V,RN,M
HANKOW,CN,30.583333,114.283333,M,RN,
WANXIAN,CN,30.816667,108.433333,V,RN,
CHUNG CHING,CN,29.566667,106.633333,V,RN,
LIANYUNGANG,CN,34.733333,119.450000,S,CB,M
QINGDAO GANG,CN,36.033333,120.266667,L,OR,M
DOUALA,CM,4.050000,9.683333,M,RN,L
KOLE OIL TERMINAL,CM,4.250000,8.550000,V,OR,M
BATA,GQ,1.866667,9.766667,V,OR,L
LIBREVILLE,GA,0.383333,9.450000,M,OR,
PORT OWENDO,GA,0.283333,9.500000,S,OR,L
PORT GENTIL,GA,-0.700000,8.800000,M,CN,L
CAP LOPEZ,GA,-0.633333,8.716667,V,OR,L
SAILOLOF,ID,-1.250000,130.750000,V,CN,
BAUBAU,ID,-5.466667,122.616667,V,CN,M
RAHA ROADSTEAD,ID,-4.850000,122.733333,V,OR,M
POMALAA,ID,-4.166667,121.600000,V,CN,M
UJUNG PANDANG,ID,-5.133333,119.400000,M,CB,M
DONGGALA,ID,-0.650000,119.733333,V,OR,
TAHUNA,ID,3.616667,125.483333,V,CN,M
TERNATE,ID,0.783333,127.383333,V,OR,M
LABUHA,ID,-0.633333,127.466667,V,OR,
BULA,ID,-3.100000,130.500000,V,OR,M
SALAWATI,ID,-1.350000,130.983333,S,RN,M
AMBON,ID,-3.683333,128.166667,S,CN,M
NAMLEA,ID,-3.283333,127.083333,V,CN,
SAUMLAKI,ID,-7.983333,131.300000,V,CN,
SERUI,ID,-1.900000,136.250000,V,CN,L
MANOKWARI ROAD,ID,-0.866667,134.083333,V,CN,M
MANGKASA OIL TERMINAL,ID,-2.733333,121.066667,S,OR,L
KENDARI,ID,-3.966667,122.583333,V,CN,M
KASIM TERMINAL,ID,-1.300000,131.016667,L,OR,M
BINTULU PORT,MY,3.266667,113.066667,S,CB,L
MIRI,MY,4.383333,113.966667,S,RN,M
LUTONG,MY,4.466667,114.000000,S,OR,L
MUARA HARBOR,BN,5.033333,115.066667,S,CN,M
BANDAR SERI BEGAWAN,BN,4.883333,114.883333,S,RN,
SERIA OIL LOADING TERMINAL,BN,4.616667,114.316667,V,OR,L
PORTOVECCHIO DI PIOMBINO,IT,42.933333,10.550000,V,CB,M
PORTO SANTO STEFANO,IT,42.433333,11.116667,V,CB,M
CIVITAVECCHIA,IT,42.100000,11.783333,M,CB,M
FIUMICINO,IT,41.766667,12.233333,V,LC,M
ANZIO,IT,41.450000,12.633333,V,CB,
GAETA,IT,41.200000,13.583333,S,CB,M
POZZUOLI,IT,40.816667,14.116667,V,CB,
BAGNOLI,IT,40.816667,14.166667,S,OR,L
NAPOLI,IT,40.850000,14.266667,L,CB,L
CARLOFORTE,IT,39.150000,8.316667,V,CB,
PORTO VESME,IT,39.200000,8.400000,V,CB,L
PUERTO BOLIVAR,CO,12.250000,-71.966667,S,CB,L
SCALLOWAY,GB,60.133333,-1.283333,V,CN,M
LERWICK,GB,60.150000,-1.150000,M,CN,L
SULLOM VOE,GB,60.466667,-1.300000,S,CN,L
TVOROYRI,FO,61.550000,-6.800000,V,CN,M
TORSHAVN,FO,62.000000,-6.750000,V,CB,L
KONGSHAVN,FO,62.116667,-6.733333,V,CB,
VESTMANNA,FO,62.150000,-7.166667,V,CN,
SORVAGUR,FO,62.083333,-7.250000,V,CN,M
FUGLAFJORDUR,FO,62.250000,-6.800000,V,CN,
KLAKSVIK,FO,62.233333,-6.583333,V,CN,M
SCRABSTER HARBOR,GB,58.616667,-3.550000,S,CB,L
ULLAPOOL,GB,57.900000,-5.150000,V,OR,M
AULTBEA,GB,57.833333,-5.583333,V,OR,
GAIRLOCH,GB,57.716667,-5.683333,V,RN,M
PLOCKTON,GB,57.333333,-5.650000,V,CN,M
KYLE OF LOCHALSH,GB,57.283333,-5.716667,V,OR,M
KYLEAKIN,GB,57.266667,-5.733333,V,CN,
BROADFORD BAY,GB,57.250000,-5.883333,V,CN,
PORTREE HARBOR,GB,57.416667,-6.200000,V,CN,M
PUERTO MIRANDA,VE,10.766667,-71.566667,S,LC,L
LA SALINA,VE,10.366667,-71.466667,S,LC,L
HIROSHIMA,JP,34.350000,132.466667,M,OR,L
PORTOCEL,BR,-19.850000,-40.050000,S,CB,L
SANTA CLARA,BR,-20.883333,-51.366667,V,CN,M
EL TABIAZO,VE,10.766667,-71.533333,V,OR,L
VENTERMINALS,VE,10.483333,-68.033333,V,OR,
JOSE IGNACIO,UY,-34.950000,-54.700000,V,OR,
COCKBURN HARBOR,TC,21.500000,-71.533333,V,OR,
RISAN,ME,42.516667,18.700000,V,CB,
KOTOR,ME,42.416667,18.766667,V,CN,M
TIVAT,ME,42.433333,18.700000,V,CB,
BAR,ME,42.083333,19.083333,S,CB,L
PORT ALUCROIX,VI,17.700000,-64.766667,V,OR,L
CIUDAD BOLIVAR,VE,8.133333,-63.550000,S,RN,
DJENO TERMINAL,CG,-4.933333,11.900000,V,OR,L
N'KOSSA TERMINAL,CG,-5.266667,11.566667,V,OR,
MATADI,CD,-5.816667,13.450000,S,RN,L
TIN CAN ISLAND,NG,6.350000,3.350000,V,RN,L
SAPELE,NG,5.900000,5.683333,V,RN,L
WARRI,NG,5.516667,5.733333,V,RN,L
YOHO TERMINAL,NG,4.016667,7.466667,V,OR,
SEA EAGLE TERMINAL,NG,4.800000,5.316667,V,OR,L
QUA IBOE OIL TERMINAL,NG,4.233333,8.033333,V,OR,L
PENNINGTON OIL TERMINAL,NG,4.250000,5.616667,L,OR,L
BONNY OFFSHORE TERMINAL,NG,4.183333,7.233333,V,OR,L
LOMONOSOV,RU,59.916667,29.766667,V,CN,M
KRONSHTADT,RU,59.983333,29.783333,S,CB,L
REKA LUGA,RU,59.666667,28.316667,V,RN,M
KUNDA,EE,59.533333,26.533333,V,OR,M
TALLINN,EE,59.450000,24.766667,L,CB,M
PALDISKI,EE,59.350000,24.033333,V,CB,M
OSMUSSAAR,EE,59.300000,23.366667,V,CN,M
PARNU,EE,58.383333,24.500000,S,RN,M
RIGA,LV,56.950000,24.100000,L,RN,L
VENTSPILS,LV,57.400000,21.533333,M,CB,M
OGUENDJO TERMINAL,GA,-1.466667,8.916667,S,OR,L
GAMBA OIL TERMINAL,GA,-2.833333,10.000000,V,OR,L
POINTE NOIRE,CG,-4.783333,11.833333,S,CB,L
MALONGO OIL TERMINAL,AO,-5.433333,12.083333,S,OR,L
CABINDA,AO,-5.533333,12.200000,S,OR,L
BANANA,CD,-5.983333,12.383333,V,RN,M
BOMA,CD,-5.850000,13.050000,S,RN,M
PALANCA TERMINAL,AO,-6.950000,12.400000,S,OR,L
PORTO DO AMBRIZ,AO,-7.833333,13.100000,V,CB,M
LUANDA,AO,-8.800000,13.250000,S,CN,L
LOBITO,AO,-12.333333,13.566667,S,CN,L
NAMIBE,AO,-15.200000,12.150000,S,OR,L
GEORGETOWN,SH,-7.933333,-14.416667,M,OR,L
BONNY,NG,4.450000,7.166667,M,RN,L
BANJUL,GM,13.450000,-16.566667,V,RN,M
RIO CACHEU,GW,12.283333,-16.233333,V,RN,
BISSAU,GW,11.866667,-15.633333,V,RN,L
VICTORIA,GN,10.816667,-14.566667,V,RN,
KAMSAR,GN,10.633333,-14.616667,V,RN,M
CONAKRY,GN,9.516667,-13.716667,M,CB,L
BENTI,GN,9.166667,-13.200000,V,RN,
WEIHAI,CN,37.500000,122.100000,M,CN,M
YANTAI,CN,37.550000,121.450000,S,CB,M
LONGKOU GANG,CN,37.633333,120.283333,S,CN,M
DAGU TANGGU,CN,38.966667,117.666667,V,RN,M
TIANJIN XIN GANG,CN,38.966667,117.833333,L,RN,L
HULUDAO GANG,CN,40.700000,120.983333,V,CB,
YINGKOU,CN,40.683333,122.233333,S,CB,L
LUSHUN,CN,38.783333,121.250000,V,CB,
DALIAN,CN,38.916667,121.666667,L,CB,L
PUERTO DE ALCUDIA,ES,39.833333,3.133333,V,CB,M
MAHON,ES,39.883333,4.266667,V,RB,M
ROSAS,ES,42.266667,3.183333,V,CN,
PORT-VENDRES,FR,42.516667,3.116667,S,CB,M
PORT-LA-NOUVELLE,FR,43.016667,3.066667,S,LC,M
SETE,FR,43.400000,3.700000,S,CB,M
PORT SAINT LOUIS DU RHONE,FR,43.383333,4.816667,S,LC,L
FOS,FR,43.416667,4.883333,V,CB,L
PORT-DE-BOUC,FR,43.400000,4.983333,S,CB,L
MARSEILLE,FR,43.316667,5.366667,S,CB,L
SAINT-TROPEZ,FR,43.266667,6.633333,V,CB,
SAINT-RAPHAEL,FR,43.416667,6.766667,V,CB,
CANNES,FR,43.550000,7.016667,S,CN,M
ANTIBES,FR,43.583333,7.133333,V,CB,M
NICE,FR,43.700000,7.283333,S,CB,M
VILLEFRANCHE,FR,43.700000,7.316667,V,CB,M
MONACO,MC,43.733333,7.416667,V,CB,M
BASTIA,FR,42.700000,9.450000,V,CB,M
BONIFACIO,FR,41.383333,9.166667,V,CN,
PORT DE PROPRIANO,FR,41.683333,8.900000,V,CB,M
PORT D' AJACCIO,FR,41.916667,8.750000,S,CB,L
CALVI,FR,42.566667,8.750000,V,CN,M
L'ILE ROUSSE,FR,42.633333,8.933333,V,CB,M
LA MADDALENA,IT,41.200000,9.416667,S,CN,L
OLBIA,IT,40.916667,9.500000,S,CN,M
ARBATAX,IT,39.933333,9.700000,V,CB,L
CAGLIARI,IT,39.216667,9.116667,S,CB,L
SARROCH OIL TERMINAL,IT,39.083333,9.033333,M,OR,L
VICTORIA,MY,5.283333,115.233333,S,CN,L
KOTA KINABALU,MY,5.983333,116.066667,M,CN,L
KUDAT,MY,6.883333,116.850000,V,OR,L
PELABUHAN SANDAKAN,MY,5.833333,118.116667,S,CN,M
LAHAD DATU,MY,5.016667,118.316667,V,CN,M
TANJUNG ARANG  (BUNYU),ID,3.466667,117.833333,V,CN,M
LINGKAS,ID,3.283333,117.600000,S,OR,M
TANJUNGREDEB,ID,2.150000,117.483333,S,RN,
BENOA,ID,0.983333,117.966667,V,RN,
BONTANG LNG TERMINAL,ID,0.100000,117.483333,V,CN,L
TANJUNG SANTAN,ID,-0.100000,117.533333,V,CN,M
POZOS COLORADOS,CO,11.150000,-74.250000,S,OR,L
BARRANQUILLA,CO,10.966667,-74.766667,M,RN,L
BAHIA DE LAS MINAS,PA,9.400000,-79.816667,S,RN,L
PUERTO CRISTOBAL,PA,9.350000,-79.916667,M,CB,L
PUERTO MOIN,CR,10.000000,-83.083333,V,CB,L
BLUEFIELDS,NI,12.016667,-83.750000,S,OR,L
TANGIER-MEDITERRANEAN,MA,35.900000,-5.516667,L,CB,
PUERTO ESTE,HN,16.083333,-86.900000,V,CN,M
NEUM,BA,42.916667,17.600000,S,,
BELIZE CITY,BZ,17.500000,-88.183333,S,OR,L
CAMPECHE,MX,19.850000,-90.550000,S,OR,M
FRONTERA,MX,18.533333,-92.650000,V,RN,M
NANCHITAL,MX,18.066667,-94.416667,V,RN,L
MAGDALLA,IN,21.150000,72.750000,V,RN,M
HAZIRA,IN,21.083333,72.633333,S,CB,L
BEPPU,JP,33.316667,131.516667,V,CB,L
KOKURA KO,JP,33.883333,130.883333,S,CB,L
SHIMONOSEKI,JP,33.933333,130.933333,S,CN,M
RATNAGIRI,IN,16.983333,73.283333,V,CN,L
TRIVANDRUM,IN,8.483333,76.950000,V,OR,M
SHIMMINATO,JP,36.766667,137.116667,V,RB,
GUAYAQUIL,EC,-2.200000,-79.883333,S,RN,L
MONTOIR,FR,47.300000,-2.133333,M,RN,
POINT SAN PABLO,US,37.966667,-122.433333,V,CN,
SAUSALITO,US,37.850000,-122.483333,V,CN,
PINOLE POINT,US,38.016667,-122.366667,V,CN,
OLEUM,US,38.050000,-122.266667,V,CN,
MARE ISLAND,US,38.100000,-122.266667,S,CN,
SOUTH VALLEJO,US,38.083333,-122.250000,S,CN,
CROCKETT,US,38.050000,-122.216667,V,CN,
PORT COSTA,US,38.050000,-122.183333,V,CN,
LIEPAJA,LV,56.516667,21.016667,M,CB,M
KLAIPEDA,LT,55.716667,21.116667,M,RN,M
BALTIYSK,RU,54.633333,19.900000,S,CB,L
KALININGRAD,RU,54.700000,20.483333,M,RB,M
GDANSK,PL,54.350000,18.666667,L,LC,L
PORT POLNOCHNY,PL,54.400000,18.716667,M,CB,M
NOWY PORT,PL,54.416667,18.666667,S,LC,M
GDYNIA,PL,54.533333,18.550000,L,CB,M
USTKA,PL,54.583333,16.850000,S,RN,M
DARLOWO,PL,54.433333,16.416667,V,RB,M
KOLOBRZEG,PL,54.216667,15.550000,V,RN,M
SWINOUJSCIE,PL,53.916667,14.266667,S,RN,M
SZCZECIN,PL,53.416667,14.550000,M,RN,M
WOLGAST,DE,54.050000,13.783333,V,RN,M
SASSNITZ,DE,54.516667,13.650000,V,OR,L
EKENAS,FI,59.983333,23.433333,S,CN,M
JUSSARO,FI,59.833333,23.566667,V,CN,
PORKKALA,FI,60.083333,24.383333,V,CN,M
KARLSBORG,SE,65.800000,23.283333,M,CN,L
SANDVIK,SE,65.733333,23.766667,V,CN,M
TORNIO,FI,65.766667,24.166667,S,RN,M
KEMI,FI,65.733333,24.566667,S,CN,M
OULU,FI,65.016667,25.400000,L,RN,M
RAAHE,FI,64.683333,24.416667,S,CB,M
HIMANKA,FI,64.000000,23.650000,S,CN,M
KOKKOLA,FI,63.850000,23.016667,L,CN,L
JAKOBSTAD,FI,63.683333,22.666667,M,CN,M
NYKARLEBY,FI,63.516667,22.533333,V,RB,M
KANTLAX,FI,63.416667,22.283333,V,OR,M
HELLNAS,FI,63.283333,22.233333,V,OR,M
VAASA,FI,63.100000,21.583333,M,CN,L
KASKINEN,FI,62.383333,21.233333,M,CN,M
KRISTINESTAD,FI,62.283333,21.400000,M,CN,M
MANTYLUOTO,FI,61.600000,21.483333,M,CB,M
TAHKOLUOTO,FI,61.633333,21.400000,V,OR,L
PUERTO NATALES,CL,-51.716667,-72.566667,V,OR,
PUERTO CHACABUCO,CL,-45.466667,-72.833333,V,RN,L
PUERTO CASTRO,CL,-42.483333,-73.766667,V,CN,M
PUERTO QUEMCHI,CL,-42.150000,-73.483333,V,CN,M
PUERTO MONTT,CL,-41.483333,-72.966667,S,CN,L
PUERTO DE CORRAL,CL,-39.866667,-73.433333,V,CN,L
BAHIA DE VALDIVIA,CL,-39.800000,-73.250000,S,RN,L
LOTA,CL,-37.100000,-73.150000,V,CN,M
NAMPO,KP,38.716667,125.400000,S,RN,L
KYOMIP'O,KP,38.733333,125.616667,V,RN,
HAEJU HANG,KP,38.000000,125.700000,S,CB,
INCHON,KR,37.466667,126.616667,L,RB,M
KUNSAN,KR,35.983333,126.616667,S,RN,L
MOKPO,KR,34.783333,126.383333,M,RN,M
CHEJU HANG,KR,33.516667,126.533333,S,CB,M
YOSU,KR,34.733333,127.750000,S,CB,L
SURIGAO CITY,PH,9.783333,125.500000,V,OR,
NASIPIT PORT,PH,8.983333,125.333333,V,RN,M
HINATUAN,PH,8.366667,126.333333,V,CN,
MANGAGOY,PH,8.233333,126.316667,S,CN,M
MATI,PH,6.950000,126.216667,V,OR,L
DAVAO,PH,7.066667,125.616667,S,CN,L
GENERAL SANTOS,PH,6.116667,125.183333,V,CN,M
POLLOC (COTABATO),PH,7.350000,124.216667,V,OR,
PAGADIAN,PH,7.833333,123.433333,V,CN,L
MARGOSATUBIG,PH,7.583333,123.166667,V,CN,
SANTA CLARA,PH,7.783333,122.683333,V,CN,
ZAMBOANGA,PH,6.900000,122.066667,S,OR,M
JIMENEZ,PH,8.333333,123.866667,V,CN,L
PORT OZAMIS,PH,8.133333,123.850000,V,OR,M
ILIGAN,PH,8.233333,124.233333,V,OR,M
CAGAYAN DE ORO,PH,8.500000,124.666667,M,CN,M
BUGO,PH,8.516667,124.750000,V,CN,M
VILLANUEVA,PH,8.583333,124.766667,V,OR,M
BUTUAN CITY,PH,8.950000,125.533333,V,RN,
BASILIAN CITY (ISABELA),PH,6.716667,121.966667,V,OR,M
PORT HOLLAND,PH,6.550000,121.866667,V,CN,
JOLO,PH,6.050000,121.000000,V,OR,M
SIASI,PH,5.550000,120.816667,V,CN,
FREETOWN,SL,8.500000,-13.233333,S,CN,M
PEPEL,SL,8.583333,-13.050000,V,RN,M
BONTHE,SL,7.533333,-12.500000,V,RN,M
PORTO GRANDE,CV,16.883333,-25.000000,V,CN,M
PORTO DA PRAIA,CV,14.916667,-23.516667,S,CB,
MONROVIA,LR,6.316667,-10.816667,S,CB,L
BUCHANAN,LR,5.866667,-10.066667,V,CB,L
GREENVILLE,LR,4.983333,-9.050000,V,CN,M
CAPE PALMAS,LR,4.366667,-7.716667,V,OR,M
SAN PEDRO,CI,4.733333,-6.616667,V,OR,L
SAMARINDA,ID,-0.516667,117.116667,V,RN,M
SENIPAH OIL TERMINAL,ID,-0.950000,117.166667,V,OR,M
BALIKPAPAN,ID,-1.250000,116.816667,S,CN,M
LAWI LAWI OIL TERMINAL,ID,-1.450000,116.766667,S,OR,L
GUNUNG BATU BESAR,ID,-2.616667,116.300000,V,RN,
KOTA BARU,ID,-3.233333,116.216667,V,CN,M
BANJARMASIN,ID,-3.333333,114.583333,V,RN,M
KUMAI,ID,-2.750000,111.716667,V,RN,L
PONTIANAK,ID,-0.016667,109.333333,V,RN,M
MANADO,ID,1.500000,124.833333,S,CN,
GORONTALO,ID,0.500000,123.050000,V,OR,M
POSO,ID,-1.366667,120.750000,V,OR,M
KOLONODALE,ID,-1.983333,121.333333,V,CN,L
KUCHING,MY,1.566667,110.350000,S,RN,M
SIBU,MY,2.283333,111.816667,V,RN,M
SARIKEI,MY,2.133333,111.533333,V,RN,
SUNGAIPAKNING,ID,1.350000,102.166667,S,CN,L
FLYING FISH COVE,CX,-10.416667,105.700000,M,CN,M
BANTEN,ID,-6.016667,105.966667,V,OR,M
ANYER LOR,ID,-6.050000,105.916667,V,OR,M
TANJUNG SEKONG,ID,-5.916667,106.000000,V,CN,M
JAKARTA,ID,-6.100000,106.883333,L,CB,M
CIREBON,ID,-6.716667,108.566667,V,CB,M
PALMA DE MALLORCA,ES,39.566667,2.633333,M,CB,L
PORTO PONTE ROMANO,IT,39.050000,8.466667,V,OR,
SANTA CRUZ DE LA PALMA,ES,28.683333,-17.750000,V,CB,L
SANTA CRUZ DE TENERIFE,ES,28.466667,-16.233333,M,CB,L
LAS PALMAS,ES,28.150000,-15.416667,L,CB,L
PUERTO DEL ROSARIO,ES,28.500000,-13.850000,V,CB,M
ARRECIFE,ES,28.950000,-13.533333,V,CB,M
HUELVA,ES,37.250000,-6.950000,M,RN,M
SEVILLA,ES,37.366667,-6.000000,M,LC,M
ROTA,ES,36.616667,-6.333333,V,CB,L
CADIZ,ES,36.533333,-6.300000,M,CB,M
BENICIA,US,38.050000,-122.150000,V,CN,
MARTINEZ,US,38.033333,-122.133333,V,CN,L
PITTSBURG,US,38.033333,-121.883333,V,RN,
ANTIOCH,US,38.016667,-121.800000,V,RN,
STOCKTON,US,37.950000,-121.300000,S,RN,L
RIO VISTA,US,38.150000,-121.700000,V,RN,
ISLETON,US,38.166667,-121.600000,V,RN,
WALNUT GROVE,US,38.233333,-121.516667,V,RN,
COURTLAND,US,38.333333,-121.566667,V,RN,
SACRAMENTO,US,38.583333,-121.500000,S,RN,L
BODEGA BAY,US,38.333333,-123.050000,V,CN,
FORT BRAGG,US,39.450000,-123.816667,V,CN,
FIELDS LANDING,US,40.716667,-124.216667,V,CN,
EUREKA,US,40.800000,-124.183333,S,CN,L
SAMOA,US,40.816667,-124.183333,V,CN,
CRESCENT CITY,US,41.750000,-124.200000,V,CB,
PORT ORFORD,US,42.733333,-124.500000,V,CN,
BANDON,US,43.116667,-124.416667,V,RN,
PROSPER,US,43.150000,-124.366667,V,RN,
EMPIRE,US,43.400000,-124.283333,M,CN,
NORTH BEND,US,43.400000,-124.216667,V,CN,
COOS BAY,US,43.366667,-124.216667,S,CN,L
WINCHESTER BAY,US,43.683333,-124.183333,V,RN,
GARDINER,US,43.716667,-124.100000,V,RN,
REEDSPORT,US,43.700000,-124.100000,V,RN,
FLORENCE,US,43.966667,-124.116667,V,RN,
GLENADA,US,43.966667,-124.116667,V,RN,
CUSHMAN,US,43.983333,-124.066667,V,RN,
WALDPORT,US,44.433333,-124.066667,V,CN,
NEWPORT,US,44.633333,-124.050000,V,RN,
TOLEDO,US,44.616667,-123.933333,V,RN,L
DEPOE BAY,US,44.800000,-124.066667,V,CN,
ILWACO,US,46.300000,-124.050000,V,RN,
PRINCETOWN,US,37.500000,-122.483333,V,CB,
PUERTO VALLARTA,MX,20.616667,-105.266667,S,RB,L
MAZATLAN,MX,23.200000,-106.416667,M,RN,L
TOPOLOBAMPO,MX,25.600000,-109.066667,S,CN,L
GUAYMAS,MX,27.916667,-110.916667,S,CB,L
SANTA ROSALIA,MX,27.333333,-112.283333,S,CB,
MONHEGAN,US,43.766667,-69.316667,V,CN,M
PORT CLYDE,US,43.916667,-69.250000,V,CN,M
THOMASTON,US,44.066667,-69.183333,V,RN,M
FRIENDSHIP,US,43.966667,-69.333333,V,CN,M
NEW HARBOR,US,43.866667,-69.483333,V,CN,
PEMAQUID BEACH,US,43.866667,-69.533333,V,CN,M
